suburb,state,postcode
Saddleback Mountain,NSW,2533
Sadleir,NSW,2168
Safety Beach,NSW,2456
Salamander Bay,NSW,2317
Salisbury,NSW,2420
Salisbury Plains,NSW,2358
Sallys Flat,NSW,2850
Salt Ash,NSW,2318
Saltwater,NSW,2430
San Isidore,NSW,2650
San Remo,NSW,2262
Sancrox,NSW,2446
Sanctuary Point,NSW,2540
Sandbar,NSW,2428
Sandgate,NSW,2304
Sandigo,NSW,2700
Sandilands,NSW,2469
Sandon,NSW,2463
Sandringham,NSW,2219
Sandy Beach,NSW,2456
Sandy Creek,NSW,2338
Sandy Creek,NSW,2835
Sandy Crossing,NSW,2460
Sandy Flat,NSW,2372
Sandy Gully,NSW,2729
Sandy Hill,NSW,2372
Sandy Hollow,NSW,2333
Sandy Point,NSW,2172
Sanger,NSW,2646
Sans Souci,NSW,2219
Sapphire,NSW,2360
Sapphire Beach,NSW,2450
Saratoga,NSW,2251
Sassafras,NSW,2622
Saumarez,NSW,2350
Saumarez Ponds,NSW,2350
Savernake,NSW,2646
Sawpit Creek,NSW,2474
Sawtell,NSW,2452
Sawyers Gully,NSW,2326
Scarborough,NSW,2515
Scheyville,NSW,2756
Schofields,NSW,2762
Scone,NSW,2337
Scotia,NSW,2648
Scotland Island,NSW,2105
Scotts Creek,NSW,2338
Scotts Flat,NSW,2330
Scotts Head,NSW,2447
Seaforth,NSW,2092
Seaham,NSW,2324
Seahampton,NSW,2286
Seal Rocks,NSW,2423
Sebastopol,NSW,2666
Sedgefield,NSW,2330
Seelands,NSW,2460
Sefton,NSW,2162
Segenhoe,NSW,2337
Seven Hills,NSW,2147
Seven Oaks,NSW,2440
Sextonville,NSW,2470
Shadforth,NSW,2800
Shallow Bay,NSW,2428
Shalvey,NSW,2770
Shanes Park,NSW,2747
Shannon Brook,NSW,2470
Shannon Vale,NSW,2370
Shannondale,NSW,2460
Shannons Flat,NSW,2630
Shark Creek,NSW,2463
Sharps Creek,NSW,2729
Sheedys Gully,NSW,2790
Shell Cove,NSW,2529
Shellharbour,NSW,2529
Shellharbour City Centre,NSW,2529
Shelly Beach,NSW,2261
Sherwood,NSW,2440
Sherwood,NSW,2450
Sherwood,NSW,2474
Shoal Bay,NSW,2315
Shoalhaven Heads,NSW,2535
Shooters Hill,NSW,2787
Shortland,NSW,2307
Silent Grove,NSW,2372
Silverdale,NSW,2752
Silverton,NSW,2880
Silverwater,NSW,2128
Silverwater,NSW,2264
Simpkins Creek,NSW,2469
Singleton,NSW,2330
Singleton Heights,NSW,2330
Singleton Military Area,NSW,2331
Singletons Mill,NSW,2775
Six Mile Swamp,NSW,2469
Skennars Head,NSW,2478
Skillion Flat,NSW,2440
Skinners Shoot,NSW,2481
Sleepy Hollow,NSW,2483
Smeaton Grange,NSW,2567
Smiggin Holes,NSW,2624
Smithfield,NSW,2164
Smiths Creek,NSW,2460
Smiths Creek,NSW,2474
Smiths Creek,NSW,2484
Smiths Lake,NSW,2428
Smithtown,NSW,2440
Snakes Plain,NSW,2824
Snowball,NSW,2622
Snowy Plain,NSW,2628
Sodwalls,NSW,2790
Sofala,NSW,2795
Soldiers Point,NSW,2317
Somersby,NSW,2250
Somerton,NSW,2340
South Albury,NSW,2640
South Arm,NSW,2449
South Arm,NSW,2460
South Ballina,NSW,2478
South Bathurst,NSW,2795
South Bowenfels,NSW,2790
South Coogee,NSW,2034
South Durras,NSW,2536
South Golden Beach,NSW,2483
South Grafton,NSW,2460
South Granville,NSW,2142
South Gundagai,NSW,2722
South Gundurimba,NSW,2480
South Guyra,NSW,2365
South Hurstville,NSW,2221
South Kempsey,NSW,2440
South Lismore,NSW,2480
South Littleton,NSW,2790
South Maitland,NSW,2320
South Maroota,NSW,2756
South Murwillumbah,NSW,2484
South Nowra,NSW,2541
South Pambula,NSW,2549
South Penrith,NSW,2750
South Tamworth,NSW,2340
South Turramurra,NSW,2074
South Wentworthville,NSW,2145
South West Rocks,NSW,2431
South Windsor,NSW,2756
South Wolumla,NSW,2550
Southampton,NSW,2460
Southgate,NSW,2460
Speers Point,NSW,2284
Speewa,NSW,2735
Spencer,NSW,2775
Spicers Creek,NSW,2820
Spicketts Creek,NSW,2454
Splitters Creek,NSW,2640
Spring Creek,NSW,2800
Spring Farm,NSW,2570
Spring Flat,NSW,2850
Spring Grove,NSW,2470
Spring Hill,NSW,2500
Spring Hill,NSW,2800
Spring Mountain,NSW,2370
Spring Plains,NSW,2388
Spring Ridge,NSW,2343
Spring Terrace,NSW,2798
Springdale,NSW,2666
Springdale Heights,NSW,2641
Springfield,NSW,2250
Springfield,NSW,2630
Springrange,NSW,2618
Springside,NSW,2800
Springvale,NSW,2650
Springwood,NSW,2777
St Albans,NSW,2775
St Andrews,NSW,2566
St Clair,NSW,2330
St Clair,NSW,2759
St Fillans,NSW,2850
St George,NSW,2622
St Georges Basin,NSW,2540
St Helens Park,NSW,2560
St Huberts Island,NSW,2257
St Ives,NSW,2075
St Ives Chase,NSW,2075
St Johns Park,NSW,2176
St Leonards,NSW,2065
St Marys,NSW,2760
St Peters,NSW,2044
Stanborough,NSW,2360
Stanbridge,NSW,2705
Stanford Merthyr,NSW,2327
Stanhope,NSW,2335
Stanhope Gardens,NSW,2768
Stanmore,NSW,2048
Stannifer,NSW,2369
Stannum,NSW,2371
Stanwell Park,NSW,2508
Stanwell Tops,NSW,2508
State Mine Gully,NSW,2790
Steam Plains,NSW,2710
Steeple Flat,NSW,2631
Stewarts Brook,NSW,2337
Stewarts Mount,NSW,2795
Stewarts River,NSW,2443
Stockinbingal,NSW,2725
Stockrington,NSW,2322
Stockton,NSW,2295
Stockyard Creek,NSW,2460
Stokers Siding,NSW,2484
Stonehenge,NSW,2370
Stonequarry,NSW,2580
Stony Chute,NSW,2480
Stony Creek,NSW,2550
Stony Creek,NSW,2850
Stony Crossing,NSW,2734
Stotts Creek,NSW,2487
Stratford,NSW,2422
Strathcedar,NSW,2429
Stratheden,NSW,2470
Strathfield,NSW,2135
Strathfield South,NSW,2136
Stroud,NSW,2425
Stroud Hill,NSW,2420
Stroud Road,NSW,2415
Stuart Town,NSW,2820
Stuarts Point,NSW,2441
Stubbo,NSW,2852
Stud Park,NSW,2710
Suffolk Park,NSW,2481
Sugarloaf,NSW,2420
Summer Hill,NSW,2130
Summer Hill,NSW,2421
Summer Hill Creek,NSW,2800
Summer Island,NSW,2440
Summerland Point,NSW,2259
Sun Valley,NSW,2777
Sunny Corner,NSW,2795
Sunset Strip,NSW,2879
Sunshine,NSW,2264
Sunshine Bay,NSW,2536
Suntop,NSW,2820
Surf Beach,NSW,2536
Surfside,NSW,2536
Surry Hills,NSW,2010
Sussex Inlet,NSW,2540
Sutherland,NSW,2232
Sutton,NSW,2620
Sutton Forest,NSW,2577
Swan Bay,NSW,2324
Swan Bay,NSW,2471
Swan Creek,NSW,2462
Swan Vale,NSW,2370
Swanbrook,NSW,2360
Swanhaven,NSW,2540
Swans Crossing,NSW,2439
Swansea,NSW,2281
Swansea Heads,NSW,2281
Sweetmans Creek,NSW,2325
Sydenham,NSW,2044
Sydney,NSW,2000
Sydney Olympic Park,NSW,2127
Sylvania,NSW,2224
Sylvania Waters,NSW,2224
Tabbil Creek,NSW,2420
Tabbimoble,NSW,2472
Tabbita,NSW,2652
Table Top,NSW,2640
Tabulam,NSW,2469
Tacoma,NSW,2259
Tacoma South,NSW,2259
Tahlee,NSW,2324
Tahmoor,NSW,2573
Talarm,NSW,2447
Talawanta,NSW,2839
Talbingo,NSW,2720
Tallawang,NSW,2852
Tallawong,NSW,2762
Tallimba,NSW,2669
Tallong,NSW,2579
Tallowal,NSW,2540
Tallowwood Ridge,NSW,2453
Tallwood,NSW,2798
Tallwoods Village,NSW,2430
Talmalmo,NSW,2640
Talofa,NSW,2481
Taloumbi,NSW,2463
Tamarama,NSW,2026
Tamban,NSW,2441
Tambar Springs,NSW,2381
Tambaroora,NSW,2850
Taminda,NSW,2340
Tamworth,NSW,2340
Tanglewood,NSW,2488
Tanilba Bay,NSW,2319
Tanja,NSW,2550
Tannas Mount,NSW,2795
Tantangara,NSW,2629
Tantawangalo,NSW,2550
Tantonan,NSW,2731
Tapitallee,NSW,2540
Tara,NSW,2665
Taradale,NSW,2653
Tarago,NSW,2580
Taralga,NSW,2580
Tarana,NSW,2787
Tarban,NSW,2372
Tarbuck Bay,NSW,2428
Tarcutta,NSW,2652
Taree,NSW,2430
Taree South,NSW,2430
Taren Point,NSW,2229
Tarlo,NSW,2580
Tarraganda,NSW,2550
Tarrawanna,NSW,2518
Tarriaro,NSW,2390
Tarro,NSW,2322
Tascott,NSW,2250
Tatham,NSW,2471
Tathra,NSW,2550
Tatton,NSW,2650
Taylors Arm,NSW,2447
Taylors Beach,NSW,2316
Taylors Flat,NSW,2586
Tea Gardens,NSW,2324
Telarah,NSW,2320
Telegraph Point,NSW,2441
Telopea,NSW,2117
Temagog,NSW,2440
Temora,NSW,2666
Tempe,NSW,2044
Ten Mile Hollow,NSW,2250
Tenambit,NSW,2323
Tenandra,NSW,2824
Tennyson,NSW,2754
Tennyson Point,NSW,2111
Tenterden,NSW,2365
Tenterfield,NSW,2372
Teralba,NSW,2284
Terania Creek,NSW,2480
Terara,NSW,2540
Teridgerie,NSW,2829
Termeil,NSW,2539
Terrabella,NSW,2818
Terrace Creek,NSW,2474
Terragon,NSW,2484
Terramungamine,NSW,2830
Terranora,NSW,2486
Terreel,NSW,2422
Terrey Hills,NSW,2084
Terrigal,NSW,2260
Terry Hie Hie,NSW,2400
Teven,NSW,2478
Tewinga,NSW,2449
Texas,NSW,4385
Thalgarrah,NSW,2350
Tharbogang,NSW,2680
The Angle,NSW,2620
The Basin,NSW,2365
The Bight,NSW,2429
The Branch,NSW,2425
The Brothers,NSW,2630
The Channon,NSW,2480
The Devils Wilderness,NSW,2758
The Entrance,NSW,2261
The Entrance North,NSW,2261
The Freshwater,NSW,2469
The Gap,NSW,2472
The Gap,NSW,2650
The Glen,NSW,2476
The Gulf,NSW,2365
The Hatch,NSW,2444
The Hill,NSW,2300
The Junction,NSW,2291
The Lagoon,NSW,2795
The Marra,NSW,2831
The Meadows,NSW,2787
The Oaks,NSW,2570
The Pilliga,NSW,2388
The Pinnacles,NSW,2460
The Pocket,NSW,2483
The Ponds,NSW,2769
The Ridgeway,NSW,2620
The Risk,NSW,2474
The Rock,NSW,2655
The Rocks,NSW,2000
The Rocks,NSW,2795
The Sandon,NSW,2463
The Slopes,NSW,2754
The Whiteman,NSW,2460
Theresa Creek,NSW,2469
Theresa Park,NSW,2570
Thirldene,NSW,2347
Thirlmere,NSW,2572
Thirroul,NSW,2515
Thora,NSW,2454
Thornleigh,NSW,2120
Thornton,NSW,2322
Thredbo,NSW,2625
Thrumster,NSW,2444
Thuddungra,NSW,2594
Thule,NSW,2732
Thumb Creek,NSW,2447
Thurgoona,NSW,2640
Thyra,NSW,2731
Tianjara,NSW,2622
Tibbuc,NSW,2422
Tibooburra,NSW,2880
Tichborne,NSW,2870
Tichular,NSW,2850
Tighes Hill,NSW,2297
Tilba Tilba,NSW,2546
Tilbuster,NSW,2350
Tilligerry Creek,NSW,2319
Tilpa,NSW,2840
Timbarra,NSW,2372
Timbillica,NSW,2551
Timbumburi,NSW,2340
Timor,NSW,2338
Tindarey,NSW,2835
Tinderry,NSW,2620
Tingha,NSW,2369
Tingira Heights,NSW,2290
Tinonee,NSW,2430
Tinpot,NSW,2546
Tintenbar,NSW,2478
Tintinhull,NSW,2352
Tiona,NSW,2428
Tipperary,NSW,2429
Tiri,NSW,2424
Tirrannaville,NSW,2580
Titaatee Creek,NSW,2422
Tocal,NSW,2421
Tocumwal,NSW,2714
Tolbar,NSW,2629
Tolland,NSW,2650
Tolwong,NSW,2622
Tomago,NSW,2322
Tomakin,NSW,2537
Tomalla,NSW,2337
Tombong,NSW,2633
Tomboye,NSW,2622
Tomerong,NSW,2540
Tomewin,NSW,2484
Tomingley,NSW,2869
Tomki,NSW,2470
Toms Creek,NSW,2446
Tonderburine,NSW,2817
Tongarra,NSW,2527
Toogong,NSW,2864
Tooleybuc,NSW,2736
Toolijooa,NSW,2534
Tooloom,NSW,2475
Tooloon,NSW,2829
Tooma,NSW,2642
Toongabbie,NSW,2146
Toongi,NSW,2830
Toonumbar,NSW,2474
Tooranie,NSW,2734
Tooraweenah,NSW,2817
Toormina,NSW,2452
Toorooka,NSW,2440
Toothdale,NSW,2550
Tootool,NSW,2655
Toowoon Bay,NSW,2261
Topi Topi,NSW,2423
Toronto,NSW,2283
Torrington,NSW,2371
Torryburn,NSW,2358
Torryburn,NSW,2421
Totnes Valley,NSW,2850
Tottenham,NSW,2873
Touga,NSW,2622
Toukley,NSW,2263
Towallum,NSW,2460
Towamba,NSW,2550
Townsend,NSW,2463
Towradgi,NSW,2518
Towrang,NSW,2580
Tralee,NSW,2620
Trangie,NSW,2823
Tregeagle,NSW,2480
Tregear,NSW,2770
Trenayr,NSW,2460
Trentham Cliffs,NSW,2738
Trewilga,NSW,2869
Triamble,NSW,2850
Triangle Flat,NSW,2795
Trundle,NSW,2875
Trungley Hall,NSW,2666
Trunkey Creek,NSW,2795
Tubbamurra,NSW,2365
Tubbul,NSW,2594
Tucabia,NSW,2462
Tucki Tucki,NSW,2480
Tuckombil,NSW,2477
Tuckurimba,NSW,2480
Tuena,NSW,2583
Tuggerah,NSW,2259
Tuggerawong,NSW,2259
Tugrabakh,NSW,2422
Tullakool,NSW,2732
Tullamore,NSW,2874
Tullarwalla,NSW,2540
Tullera,NSW,2480
Tullibigeal,NSW,2669
Tullimbar,NSW,2527
Tulloona,NSW,2400
Tullymorgan,NSW,2463
Tumbarumba,NSW,2653
Tumbi Umbi,NSW,2261
Tumblong,NSW,2729
Tumbulgum,NSW,2490
Tumorrama,NSW,2720
Tumut,NSW,2720
Tumut Plains,NSW,2720
Tuncester,NSW,2480
Tuncurry,NSW,2428
Tunglebung,NSW,2469
Tuntable Creek,NSW,2480
Tuppal,NSW,2714
Tura Beach,NSW,2548
Turill,NSW,2850
Turlinjah,NSW,2537
Turners Flat,NSW,2440
Turondale,NSW,2795
Tuross,NSW,2630
Tuross Head,NSW,2537
Turramurra,NSW,2074
Turrawan,NSW,2390
Turrella,NSW,2205
Turvey Park,NSW,2650
Tweed Heads,NSW,2485
Tweed Heads South,NSW,2486
Tweed Heads West,NSW,2485
Twelve Mile,NSW,2850
Twelve Mile Creek,NSW,2324
Twelve Mile Peg,NSW,2540
Twenty Forests,NSW,2795
Twin Rivers,NSW,2410
Two Mile Flat,NSW,2852
Tyagarah,NSW,2481
Tyalgum,NSW,2484
Tyalgum Creek,NSW,2484
Tygalgah,NSW,2484
Tyndale,NSW,2460
Tyringham,NSW,2453
Uarbry,NSW,2329
Uki,NSW,2484
Ulamambri,NSW,2357
Ulan,NSW,2850
Ulladulla,NSW,2539
Ullamalla,NSW,2850
Ulmarra,NSW,2462
Ulong,NSW,2450
Uloola,NSW,2232
Ultimo,NSW,2007
Umina Beach,NSW,2257
Unanderra,NSW,2526
Underbank,NSW,2420
Undercliffe,NSW,4380
Ungarie,NSW,2669
Unumgar,NSW,2474
Upper Allyn,NSW,2311
Upper Bingara,NSW,2404
Upper Burringbar,NSW,2483
Upper Bylong,NSW,2849
Upper Colo,NSW,2756
Upper Coopers Creek,NSW,2482
Upper Copmanhurst,NSW,2460
Upper Corindi,NSW,2456
Upper Crystal Creek,NSW,2484
Upper Dartbrook,NSW,2336
Upper Duck Creek,NSW,2469
Upper Duroby,NSW,2486
Upper Eden Creek,NSW,2474
Upper Fine Flower,NSW,2460
Upper Growee,NSW,2849
Upper Horseshoe Creek,NSW,2474
Upper Horton,NSW,2347
Upper Kangaroo River,NSW,2577
Upper Kangaroo Valley,NSW,2577
Upper Karuah River,NSW,2415
Upper Lansdowne,NSW,2430
Upper Macdonald,NSW,2775
Upper Main Arm,NSW,2482
Upper Mangrove,NSW,2250
Upper Manilla,NSW,2346
Upper Mongogarie,NSW,2470
Upper Myall,NSW,2423
Upper Nile,NSW,2849
Upper Orara,NSW,2450
Upper Pappinbarra,NSW,2446
Upper Rollands Plains,NSW,2441
Upper Rouchel,NSW,2336
Upper Taylors Arm,NSW,2447
Upper Tooloom,NSW,2475
Upper Turon,NSW,2795
Upper Wilsons Creek,NSW,2482
Upsalls Creek,NSW,2439
Uralba,NSW,2477
Uralla,NSW,2358
Urana,NSW,2645
Urangeline,NSW,2656
Urangeline East,NSW,2656
Uranquinty,NSW,2652
Urawilkie,NSW,2829
Urbenville,NSW,2475
Uriarra,NSW,2611
Urila,NSW,2620
Urliup,NSW,2484
Urunga,NSW,2455
Utungun,NSW,2447
Vacy,NSW,2421
Vale Of Clwydd,NSW,2790
Valentine,NSW,2280
Valery,NSW,2454
Valla,NSW,2448
Valla Beach,NSW,2448
Valley Heights,NSW,2777
Varroville,NSW,2566
Vaucluse,NSW,2030
Verges Creek,NSW,2440
Verona,NSW,2550
Villawood,NSW,2163
Vincentia,NSW,2540
Vineyard,NSW,2765
Violet Hill,NSW,2423
Vittoria,NSW,2799
Voyager Point,NSW,2172
Wadalba,NSW,2259
Wadbilliga,NSW,2546
Wadeville,NSW,2474
Wagga Wagga,NSW,2650
Wagstaffe,NSW,2257
Wahroonga,NSW,2076
Waitara,NSW,2077
Waitui,NSW,2443
Wakefield,NSW,2278
Wakeley,NSW,2176
Wakool,NSW,2710
Walang,NSW,2795
Walbundrie,NSW,2642
Walcha,NSW,2354
Walcha Road,NSW,2354
Waldegrave,NSW,2800
Walgett,NSW,2832
Walla Walla,NSW,2659
Wallabadah,NSW,2343
Wallabi Point,NSW,2430
Wallacetown,NSW,2650
Wallacia,NSW,2745
Wallaga Lake,NSW,2546
Wallagoot,NSW,2550
Wallalong,NSW,2320
Wallamore,NSW,2340
Wallanbah,NSW,2422
Wallangra,NSW,2360
Wallanthery,NSW,2675
Wallarah,NSW,2259
Wallaringa,NSW,2420
Wallarobba,NSW,2420
Wallaroo,NSW,2618
Wallendbeen,NSW,2588
Wallerawang,NSW,2845
Walleroobie,NSW,2665
Wallingat,NSW,2428
Wallis Lake,NSW,2428
Wallsend,NSW,2287
Walmer,NSW,2820
Wamban,NSW,2537
Wambangalang,NSW,2830
Wamberal,NSW,2260
Wamboin,NSW,2620
Wambool,NSW,2795
Wambrook,NSW,2630
Wanaaring,NSW,2840
Wandandian,NSW,2540
Wandella,NSW,2550
Wandera,NSW,2360
Wandook,NSW,2710
Wandsworth,NSW,2365
Wang Wauk,NSW,2423
Wanganella,NSW,2710
Wanganui,NSW,2482
Wangi Wangi,NSW,2267
Wantabadgery,NSW,2650
Wantagong,NSW,2644
Wantiool,NSW,2663
Wapengo,NSW,2550
Warabrook,NSW,2304
Waratah,NSW,2298
Waratah West,NSW,2298
Warburn,NSW,2680
Wardell,NSW,2477
Wardrop Valley,NSW,2484
Wards Mistake,NSW,2350
Wards River,NSW,2422
Wareemba,NSW,2046
Warialda,NSW,2402
Warialda Rail,NSW,2402
Warilla,NSW,2528
Warkworth,NSW,2330
Warners Bay,NSW,2282
Warnervale,NSW,2259
Warrabah,NSW,2346
Warraderry,NSW,2810
Warragai Creek,NSW,2460
Warragamba,NSW,2752
Warragoon,NSW,2710
Warrah,NSW,2339
Warrah Creek,NSW,2339
Warrah Ridge,NSW,2343
Warral,NSW,2340
Warranulla,NSW,2423
Warrawee,NSW,2074
Warrawidgee,NSW,2680
Warrawong,NSW,2502
Warrazambil Creek,NSW,2474
Warregah Island,NSW,2469
Warrell Creek,NSW,2447
Warren,NSW,2824
Warri,NSW,2622
Warriewood,NSW,2102
Warrimoo,NSW,2774
Warroo,NSW,2871
Warrumbungle,NSW,2828
Warumbul,NSW,2232
Warwick Farm,NSW,2170
Washpool,NSW,2425
Washpool,NSW,2460
Watagan,NSW,2325
Watanobbi,NSW,2259
Waterfall,NSW,2233
Waterloo,NSW,2017
Watersleigh,NSW,2540
Waterview,NSW,2460
Waterview Heights,NSW,2460
Watsons Bay,NSW,2030
Watsons Creek,NSW,2355
Wattamolla,NSW,2232
Wattamolla,NSW,2535
Wattamondara,NSW,2794
Wattle Flat,NSW,2795
Wattle Grove,NSW,2173
Wattle Ponds,NSW,2330
Wattle Ridge,NSW,2575
Watton,NSW,2795
Wauchope,NSW,2446
Waugorah,NSW,2711
Waukivory,NSW,2422
Waverley,NSW,2024
Waverly,NSW,2337
Waverton,NSW,2060
Way Way,NSW,2447
Wayo,NSW,2580
Weabonga,NSW,2340
Wean,NSW,2382
Webbers Creek,NSW,2421
Webbs Creek,NSW,2775
Wedderburn,NSW,2560
Wee Jasper,NSW,2582
Wee Waa,NSW,2388
Weedallion,NSW,2594
Weemelah,NSW,2406
Weetaliba,NSW,2395
Weethalle,NSW,2669
Weilmoringle,NSW,2839
Weismantels,NSW,2415
Welaregang,NSW,2642
Welby,NSW,2575
Wellingrove,NSW,2370
Wellington,NSW,2820
Wellington Vale,NSW,2371
Wells Crossing,NSW,2460
Wendoree Park,NSW,2250
Wentworth,NSW,2648
Wentworth Falls,NSW,2782
Wentworth Point,NSW,2127
Wentworthville,NSW,2145
Werai,NSW,2577
Wereboldera,NSW,2720
Wermatong,NSW,2720
Werombi,NSW,2570
Werri Beach,NSW,2534
Werrikimbe,NSW,2446
Werrington,NSW,2747
Werrington County,NSW,2747
Werrington Downs,NSW,2747
Werris Creek,NSW,2341
West Albury,NSW,2640
West Ballina,NSW,2478
West Bathurst,NSW,2795
West Bungawalbin,NSW,2471
West Coraki,NSW,2471
West Gosford,NSW,2250
West Haven,NSW,2443
West Hoxton,NSW,2171
West Kempsey,NSW,2440
West Nowra,NSW,2541
West Pennant Hills,NSW,2125
West Pymble,NSW,2073
West Ryde,NSW,2114
West Tamworth,NSW,2340
West Wallsend,NSW,2286
West Wiangaree,NSW,2474
West Wollongong,NSW,2500
West Wyalong,NSW,2671
Westbrook,NSW,2330
Westdale,NSW,2340
Westdale,NSW,2653
Westleigh,NSW,2120
Westmead,NSW,2145
Weston,NSW,2326
Westwood,NSW,2729
Wetherill Park,NSW,2164
Wetuppa,NSW,2734
Whalan,NSW,2770
Whale Beach,NSW,2107
Wheeler Heights,NSW,2097
Wheeny Creek,NSW,2758
Wheeo,NSW,2583
Wherrol Flat,NSW,2429
Whian Whian,NSW,2480
Whiporie,NSW,2469
White Cliffs,NSW,2836
White Rock,NSW,2795
Whitebridge,NSW,2290
Whiteman Creek,NSW,2460
Whitlow,NSW,2404
Whittingham,NSW,2330
Whitton,NSW,2705
Whoota,NSW,2428
Wiagdon,NSW,2795
Wiangaree,NSW,2474
Wiarborough,NSW,2580
Wickham,NSW,2293
Widden,NSW,2328
Widgelli,NSW,2680
Wilberforce,NSW,2756
Wilbetree,NSW,2850
Wilcannia,NSW,2836
Wild Cattle Creek,NSW,2453
Wildes Meadow,NSW,2577
Wiley Park,NSW,2195
Willala,NSW,2382
Willawarrin,NSW,2440
Willbriggie,NSW,2680
Willi Willi,NSW,2440
Williamsdale,NSW,2620
Williamtown,NSW,2318
Willigobung,NSW,2653
Willina,NSW,2423
Willmot,NSW,2770
Willoughby,NSW,2068
Willoughby East,NSW,2068
Willow Tree,NSW,2339
Willow Vale,NSW,2534
Willow Vale,NSW,2575
Willsons Downfall,NSW,2372
Willurah,NSW,2710
Wilpinjong,NSW,2850
Wilsons Creek,NSW,2482
Wilsons Valley,NSW,2624
Wilton,NSW,2571
Wimbledon,NSW,2795
Wimborne,NSW,2346
Winburndale,NSW,2795
Windale,NSW,2306
Windang,NSW,2528
Windella,NSW,2320
Windellama,NSW,2580
Windera,NSW,2800
Windermere,NSW,2321
Windermere Park,NSW,2264
Windeyer,NSW,2850
Windowie,NSW,2720
Windradyne,NSW,2795
Windsor,NSW,2756
Windsor Downs,NSW,2756
Windy,NSW,2343
Winegrove,NSW,2460
Wingadee,NSW,2829
Wingello,NSW,2579
Wingen,NSW,2337
Wingham,NSW,2429
Winifred,NSW,2631
Winmalee,NSW,2777
Winston Hills,NSW,2153
Winton,NSW,2344
Wirlinga,NSW,2640
Wirraba,NSW,2849
Wirragulla,NSW,2420
Wirrimah,NSW,2803
Wirrimbi,NSW,2447
Wirrinya,NSW,2871
Wisemans Creek,NSW,2795
Wisemans Ferry,NSW,2775
Wittitrin,NSW,2440
Wog Wog,NSW,2550
Wog Wog,NSW,2622
Woko,NSW,2422
Wolgan Valley,NSW,2790
Wollangambe,NSW,2790
Wollar,NSW,2850
Wollemi,NSW,2330
Wolli Creek,NSW,2205
Wollogorang,NSW,2581
Wollombi,NSW,2325
Wollomombi,NSW,2350
Wollongbar,NSW,2477
Wollongong,NSW,2500
Wollstonecraft,NSW,2065
Wollumboola,NSW,2540
Wollun,NSW,2354
Wolumla,NSW,2550
Wombarra,NSW,2515
Wombat,NSW,2587
Wombat Creek,NSW,2460
Wombeyan Caves,NSW,2580
Womboota,NSW,2731
Womerah,NSW,2756
Wonboyn,NSW,2551
Wonboyn North,NSW,2551
Wondabyne,NSW,2256
Wondalga,NSW,2729
Wongarbon,NSW,2831
Wongawilli,NSW,2530
Wongo Creek,NSW,2346
Wongwibinda,NSW,2350
Woodberry,NSW,2322
Woodbine,NSW,2560
Woodburn,NSW,2472
Woodburn,NSW,2538
Woodcroft,NSW,2767
Woodenbong,NSW,2476
Woodford,NSW,2778
Woodford Island,NSW,2463
Woodhill,NSW,2535
Woodhouselee,NSW,2580
Woodlands,NSW,2536
Woodlands,NSW,2575
Woodlawn,NSW,2480
Woodpark,NSW,2164
Woodrising,NSW,2284
Woodside,NSW,2372
Woodsreef,NSW,2347
Woodstock,NSW,2360
Woodstock,NSW,2538
Woodstock,NSW,2793
Woodview,NSW,2470
Woodville,NSW,2321
Woody Head,NSW,2466
Woolbrook,NSW,2354
Woolgarlo,NSW,2582
Woolgoolga,NSW,2456
Wooli,NSW,2462
Woollahra,NSW,2025
Woollamia,NSW,2540
Woolloomooloo,NSW,2011
Woolners Arm,NSW,2470
Woolomin,NSW,2340
Woolooma,NSW,2337
Woolooware,NSW,2230
Wooloweyah,NSW,2464
Woolwich,NSW,2110
Woomargama,NSW,2644
Woombah,NSW,2469
Woongarrah,NSW,2259
Woonona,NSW,2517
Wootton,NSW,2423
Wooyung,NSW,2483
Worlds End,NSW,2850
Woronora,NSW,2232
Woronora Dam,NSW,2508
Woronora Heights,NSW,2233
Worrigee,NSW,2540
Worrowing Heights,NSW,2540
Woy Woy,NSW,2256
Woy Woy Bay,NSW,2256
Wrathall,NSW,2642
Wrights Beach,NSW,2540
Wrights Creek,NSW,2775
Wuuluman,NSW,2820
Wyalong,NSW,2671
Wyan,NSW,2469
Wyanbene,NSW,2622
Wyangala,NSW,2808
Wyangle,NSW,2720
Wybong,NSW,2333
Wybung,NSW,2259
Wyee,NSW,2259
Wyee Point,NSW,2259
Wylie Creek,NSW,2372
Wylies Flat,NSW,2330
Wymah,NSW,2640
Wyndham,NSW,2550
Wyneden,NSW,2474
Wyoming,NSW,2250
Wyong,NSW,2259
Wyong Creek,NSW,2259
Wyongah,NSW,2259
Wyrallah,NSW,2480
Yabbra,NSW,2469
Yadboro,NSW,2539
Yagon,NSW,2423
Yagoona,NSW,2199
Yalbraith,NSW,2580
Yallah,NSW,2530
Yallaroi,NSW,2408
Yalwal,NSW,2540
Yamba,NSW,2464
Yambulla,NSW,2550
Yanco,NSW,2703
Yanderra,NSW,2574
Yanga,NSW,2711
Yankees Creek,NSW,2550
Yannergee,NSW,2343
Yantabulla,NSW,2840
Yaouk,NSW,2629
Yarara,NSW,2644
Yarra,NSW,2580
Yarrabandai,NSW,2875
Yarrabin,NSW,2850
Yarragal,NSW,2820
Yarragrin,NSW,2842
Yarragundry,NSW,2650
Yarrahapinni,NSW,2441
Yarramalong,NSW,2259
